INFO:bdonline.replay.trainers_replay:No data files found to load for adaptation in data/online/2019-09-26
INFO:__main__:Starting server on port 7987
INFO:__main__:Started server
INFO:__main__:New connection from ('127.0.0.1', 51598)!
INFO:__main__:Connected to out Server
[0.5828316  0.41716838] with label0.0
INFO:__main__:Prediction for sample 34224:
[0.44638565 0.5536144 ] with label0.0
INFO:__main__:Prediction for sample 34349:
[0.49512997 0.50487006] with label0.0
INFO:__main__:Prediction for sample 34474:
[0.5374824  0.46251762] with label0.0
INFO:__main__:Prediction for sample 34599:
[0.45061797 0.54938203] with label0.0
INFO:__main__:Prediction for sample 34724:
[0.5538756 0.4461244] with label0.0
INFO:__main__:Prediction for sample 34849:
[0.45931774 0.5406823 ] with label0.0
INFO:__main__:Prediction for sample 34974:
[0.49860632 0.5013937 ] with label0.0
INFO:__main__:Prediction for sample 35099:
[0.45113108 0.54886895] with label0.0
INFO:__main__:Prediction for sample 35224:
[0.49997097 0.500029  ] with label0.0
INFO:__main__:Prediction for sample 35349:
[0.4877015  0.51229846] with label0.0
INFO:__main__:Prediction for sample 35474:
[0.5238265 0.4761735] with label0.0
INFO:__main__:Prediction for sample 35599:
[0.5527292  0.44727078] with label0.0
INFO:__main__:Prediction for sample 35724:
[0.4738448 0.5261553] with label0.0
INFO:__main__:Prediction for sample 35849:
[0.5480747  0.45192525] with label0.0
INFO:__main__:Prediction for sample 35974:
[0.4241081  0.57589185] with label1.0
INFO:__main__:Prediction for sample 36099:
[0.5415068 0.4584932] with label1.0
INFO:__main__:Prediction for sample 36224:
[0.52336794 0.4766321 ] with label1.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 1, from 19575 to 19994
INFO:bdonline.replay.trainers_replay:Now 8 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[12 22 44 30 52 21  3 23 26 44  4  5 39 26 40 40 43 46  7 52 17  3 38 29
 45 14 19  0 45 29 28 10 33  3 35 19  9 51 25 47 38 47 50 46  5]
INFO:bdonline.replay.trainers_replay:[24 40  1 17 49 20 12 14 13  0 22 19 19  3 44  1 14 17 39  2 25  5 15  1
 14 28 44  2 21 40  9 41 37 40  9 40  1 24 18 43 22 11 36 31 43]
INFO:bdonline.replay.trainers_replay:[21  4 40 43 33 31 28 32 23 44 45 26  6 48 30 21 20  0 22  8 30 49 16 16
 20 29 14 48  8 45 35  9 24 28 52 48 13 19  2 16 38 33 16 11 46]
INFO:bdonline.replay.trainers_replay:[27 26 36 48 41 33 29 19 36 17 41 24 34 32 16  8 25 41 17  8 34 16 51  9
 19 51 12 31 10  4 37 31 21  5  0 45 40 12 30 34  7 33 15 38 31]
INFO:bdonline.replay.trainers_replay:[32 41 25 23  7 43 36 47 10 51  1 19 11 13  4 32 46 11 28  7 22 46 17 24
 47 18  9 41 27 23 52 41 30 23  7 19 16 41 37  4 43  7  7 16 52]
INFO:bdonline.replay.trainers_replay:Time for training: 0.32s
INFO:__main__:Prediction for sample 36349:
[0.5246732  0.47532672] with label1.0
INFO:__main__:Prediction for sample 36474:
[0.47576287 0.5242372 ] with label1.0
INFO:__main__:Prediction for sample 36599:
[0.46635056 0.53364944] with label1.0
INFO:__main__:Prediction for sample 36724:
[0.5603167  0.43968326] with label1.0
INFO:__main__:Prediction for sample 36849:
[0.4830844 0.5169157] with label1.0
INFO:__main__:Prediction for sample 36974:
[0.48378396 0.51621604] with label0.0
INFO:__main__:Prediction for sample 37099:
[0.5100109  0.48998898] with label0.0
INFO:__main__:Prediction for sample 37224:
[0.5288704 0.4711296] with label0.0
INFO:__main__:Prediction for sample 37349:
[0.4943818 0.5056183] with label0.0
INFO:__main__:Prediction for sample 37474:
[0.45585096 0.54414904] with label0.0
INFO:__main__:Prediction for sample 37599:
[0.5627431  0.43725687] with label0.0
INFO:__main__:Prediction for sample 37724:
[0.38224518 0.6177548 ] with label0.0
INFO:__main__:Prediction for sample 37849:
[0.5048301  0.49516988] with label0.0
INFO:__main__:Prediction for sample 37974:
[0.49402636 0.50597364] with label0.0
INFO:__main__:Prediction for sample 38099:
[0.49957588 0.5004241 ] with label2.0
INFO:__main__:Prediction for sample 38224:
[0.5019454  0.49805465] with label2.0
INFO:__main__:Prediction for sample 38349:
[0.4485352 0.5514648] with label2.0
INFO:__main__:Prediction for sample 38474:
[0.5158189  0.48418108] with label2.0
INFO:__main__:Prediction for sample 38599:
[0.5083773  0.49162275] with label2.0
INFO:__main__:Prediction for sample 38724:
[0.46435454 0.5356455 ] with label2.0
INFO:__main__:Prediction for sample 38849:
[0.52665716 0.47334275] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19184 to 19994
INFO:bdonline.replay.trainers_replay:Now 9 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[45 58 63 26 47 19 23 18 32 20 19 44  6 26 42 21 20  6 38 29 49 27 58  0
 27  7 33 48 43 18  6  9 37 15 52 24 31 35 40 47 19 35 52  3 40]
INFO:bdonline.replay.trainers_replay:[ 0 34 27 16 45 34  6 63 49 37 40 27 49 26 28 26 51 43 35  0 32 47 50 47
 40 49 29 36 22 53 16 41 33 23 19  1 18 20 30 25 23 43  5 39 25]
INFO:bdonline.replay.trainers_replay:[46 56  9 24 23 50 27 46 21 55 63 38 26 36 43 30 28 25 15 42 33 62  5 18
 44 40 39  8 16 46 27 32 56 38 28 36  2  8 54 25 28 63 56 34 56]
INFO:bdonline.replay.trainers_replay:[18 47 23  0 19  0  2 11 46 34  3 16 42 18 15 46 31 17 44  4 35 49 48 47
 28 29  5 14 28 63 48  3 23 63 46 33 52 48 17 44 25 61 15 49 40]
INFO:bdonline.replay.trainers_replay:[56  3  4  7 20 21 50 39 55 59 57 17 51 20 45 20 44 56  8 34  9  2 22 19
 22 56 50 56 48  6 41 16 63  6 25 50 60 49 50 41 39 27 17 21 40]
INFO:bdonline.replay.trainers_replay:Time for training: 0.31s
INFO:__main__:Prediction for sample 38974:
[0.52536273 0.47463733] with label2.0
INFO:__main__:Prediction for sample 39099:
[0.48177525 0.5182247 ] with label2.0
INFO:__main__:Prediction for sample 39224:
[0.55273414 0.44726586] with label2.0
INFO:__main__:Prediction for sample 39349:
[0.44920176 0.5507983 ] with label2.0
INFO:__main__:Prediction for sample 39474:
[0.546137   0.45386302] with label2.0
INFO:__main__:Prediction for sample 39599:
[0.5551358  0.44486424] with label0.0
INFO:__main__:Prediction for sample 39724:
[0.49154678 0.5084532 ] with label0.0
INFO:__main__:Prediction for sample 39849:
[0.5400793 0.4599207] with label0.0
INFO:__main__:Prediction for sample 39974:
[0.47553682 0.5244632 ] with label0.0
INFO:__main__:Prediction for sample 40099:
[0.52435195 0.47564805] with label0.0
INFO:__main__:Prediction for sample 40224:
[0.50170857 0.49829146] with label0.0
INFO:__main__:Prediction for sample 40349:
[0.4477583 0.5522418] with label0.0
INFO:__main__:Prediction for sample 40474:
[0.4974967  0.50250334] with label0.0
INFO:__main__:Prediction for sample 40599:
[0.53195596 0.46804404] with label0.0
INFO:__main__:Prediction for sample 40724:
[0.5205932 0.4794068] with label0.0
INFO:__main__:Prediction for sample 40849:
[0.47724837 0.5227516 ] with label0.0
INFO:__main__:Prediction for sample 40974:
[0.6030062 0.3969938] with label0.0
INFO:__main__:Prediction for sample 41099:
[0.4848784 0.5151216] with label0.0
INFO:__main__:Prediction for sample 41224:
[0.47511795 0.5248821 ] with label0.0
INFO:__main__:Prediction for sample 41349:
[0.54246265 0.45753735] with label0.0
INFO:__main__:Prediction for sample 41474:
[0.51378196 0.48621804] with label0.0
INFO:__main__:Prediction for sample 41599:
[0.50711477 0.4928852 ] with label0.0
INFO:__main__:Prediction for sample 41724:
[0.49203014 0.50796986] with label1.0
INFO:__main__:Prediction for sample 41849:
[0.5113212 0.4886788] with label1.0
INFO:__main__:Prediction for sample 41974:
[0.49168366 0.50831634] with label1.0
INFO:__main__:Prediction for sample 42099:
[0.52199143 0.47800857] with label1.0
INFO:__main__:Prediction for sample 42224:
[0.45161635 0.54838365] with label1.0
INFO:__main__:Prediction for sample 42349:
[0.5455887 0.4544114] with label1.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 1, from 19223 to 19998
INFO:bdonline.replay.trainers_replay:Now 10 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[25 17  2 22 17 32 58 23  3 19 10 47 21  9 47  9 53 28 11 29 50 54 36 11
  0 15 56 48 25 31 40  4 47 37  2 55 39 21 53  0 61 21 51 44 21]
INFO:bdonline.replay.trainers_replay:[37 21 15 56 51 11 58 66 21 65 65 60 33 49 49 67  5  7 11 56 39 23 20 23
 69 58 59  4 47 22 62  7 64 19 67 38 31 41 55 56 40 61 55  3 61]
INFO:bdonline.replay.trainers_replay:[63 13 46  9 53 27 23 54 36 34 38 32 24 50 35 30 19 48 56 36 37 47 41 14
 15 24 59 46  5 29 60 12 59 13 33 23 65 59 24 27 13 67 54 61 12]
INFO:bdonline.replay.trainers_replay:[43 20 30 16 54  9 69 23 15 70  4 65 46 63 31 41 22  7 38  5 35  4 18 26
 40  3 51 14  9 27 20  7 10  0 19 52 52 22 55 67 59 14 33 13 33]
INFO:bdonline.replay.trainers_replay:[40 17 16 58 55 23 59 15 23 20 46 49 54 46 12 32 72  3 73 64 54 53 26 31
 16 34 57 64 58 23 27 38  9 18  1 35 19 73 16 18 27 22 22 71 14]
INFO:bdonline.replay.trainers_replay:Time for training: 0.30s
INFO:__main__:Prediction for sample 42474:
[0.47931096 0.520689  ] with label1.0
INFO:__main__:Prediction for sample 42599:
[0.45470095 0.545299  ] with label1.0
INFO:__main__:Prediction for sample 42724:
[0.5603232  0.43967685] with label1.0
INFO:__main__:Prediction for sample 42849:
[0.5240406  0.47595948] with label1.0
INFO:__main__:Prediction for sample 42974:
[0.5580563  0.44194368] with label1.0
INFO:__main__:Prediction for sample 43099:
[0.47014135 0.52985865] with label0.0
INFO:__main__:Prediction for sample 43224:
[0.5001804  0.49981955] with label0.0
INFO:__main__:Prediction for sample 43349:
[0.39235237 0.60764766] with label0.0
INFO:__main__:Prediction for sample 43474:
[0.6505459  0.34945405] with label0.0
INFO:__main__:Prediction for sample 43599:
[0.46151212 0.5384879 ] with label0.0
INFO:__main__:Prediction for sample 43724:
[0.49107736 0.50892264] with label0.0
INFO:__main__:Prediction for sample 43849:
[0.42721993 0.5727801 ] with label0.0
INFO:__main__:Prediction for sample 43974:
[0.594291 0.405709] with label0.0
INFO:__main__:Prediction for sample 44099:
[0.41433126 0.5856688 ] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19935 to 19996
WARNING:bdonline.replay.trainers_replay:Trial/break has only 61 predicted samples from 19935 to 19996 in it, less than the 79 concurrently processed samples of the model! Will add padding that should be masked during training.
INFO:bdonline.replay.trainers_replay:Now 11 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[ 8 68 13  0 61  5 45 21 64 18 61 34 38 57 13 17 67 30 66 50 50  7  9 66
  6 64 30 31 15  6 12 21  6 24 44 21 58 21 66 39 74 33 30 65 33]
INFO:bdonline.replay.trainers_replay:[22  8  1 23  9 29 51  0 46 69 40 37 33 47 65 27  2 28  5 62 22 71  8 29
 35 53 53  2 25 54 25  9  2 55 16  7 51 48 38 38 69 28  4 60 62]
INFO:bdonline.replay.trainers_replay:[ 2 11 65 21 47 52 35 49  9 67 15 23 29  3  7  3 41 30 16  1  1 55 55 15
 63 67 56 66 16 58 37 11 39 19 65  0 68 70 37 31  7 36 36 15 41]
INFO:bdonline.replay.trainers_replay:[10 15 62  9 74 53 24 27 59 46 33 10 51 59 21 55 63 70 28 50 40 21 64 53
 65 21 18 64 58 23  0 59 17  7  8 48 26 47 45 39  8 28 46 20 71]
INFO:bdonline.replay.trainers_replay:[11 72  8  2 24 67 47 18 58 30 62  3  5 45 67 21 63 66 53 15 45 32 73 31
 65 17 38 64 48 25 51 42  8 66 52 48 69 57  0 65 27 42 15 72 59]
INFO:bdonline.replay.trainers_replay:Time for training: 0.32s
INFO:__main__:Prediction for sample 44224:
[0.49387088 0.5061291 ] with label2.0
INFO:__main__:Prediction for sample 44349:
[0.40352055 0.5964794 ] with label2.0
INFO:__main__:Prediction for sample 44474:
[0.614169   0.38583094] with label2.0
INFO:__main__:Prediction for sample 44599:
[0.41786826 0.5821317 ] with label2.0
INFO:__main__:Prediction for sample 44724:
[0.58712935 0.41287062] with label0.0
INFO:__main__:Prediction for sample 44849:
[0.38567728 0.6143228 ] with label0.0
INFO:__main__:Prediction for sample 44974:
[0.5538842  0.44611576] with label0.0
INFO:__main__:Prediction for sample 45099:
[0.5935684  0.40643153] with label0.0
INFO:__main__:Prediction for sample 45224:
[0.34287894 0.65712106] with label0.0
INFO:__main__:Prediction for sample 45349:
[0.48038274 0.5196172 ] with label0.0
INFO:__main__:Prediction for sample 45474:
[0.5611171  0.43888295] with label0.0
INFO:__main__:Prediction for sample 45599:
[0.4723748 0.5276252] with label0.0
INFO:__main__:Prediction for sample 45724:
[0.5611077  0.43889236] with label0.0
INFO:__main__:Prediction for sample 45849:
[0.40091452 0.59908545] with label0.0
INFO:__main__:Prediction for sample 45974:
[0.4873142 0.5126858] with label2.0
INFO:__main__:Prediction for sample 46099:
[0.5627337 0.4372663] with label2.0
INFO:__main__:Prediction for sample 46224:
[0.37127766 0.62872225] with label2.0
INFO:__main__:Prediction for sample 46349:
[0.5891084  0.41089156] with label2.0
INFO:__main__:Prediction for sample 46474:
[0.4067107  0.59328926] with label2.0
INFO:__main__:Prediction for sample 46599:
[0.4770698 0.5229302] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19233 to 19994
INFO:bdonline.replay.trainers_replay:Now 12 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[77 20 82 72 80 18 18 23 52  7 82 17  6 30 62 23 70 48  0 35 72 66 38 54
 56 20 44  1 64 40 66 41 29  8 52 68 75 61 26 50  3  7  2 44 64]
INFO:bdonline.replay.trainers_replay:[21 40 63 70  4 73 36 51 52 24 54 53 24 36 51  1 76 27 48 15 24 29 25 46
 30 22 69 52 29 20 32 81 41 63 68 67 20 18 27 10 59 81 14  0 80]
INFO:bdonline.replay.trainers_replay:[51  1 41 22 52 40 18  6 17 50 17 50 14 26 20 80 15  2 43 71 74  4 37 81
 57 67 75 67 21 70 27 77 22 75 77 30 65 44 15  1 61 13 71 47 45]
INFO:bdonline.replay.trainers_replay:[39 11 34 41 28  7 27 64 63 76  2 59 18 23 44 41 41 41  6 53  6 82  3 52
 33 39 39 13 28 30 35 19 19 64 33 66 45  2 64 64 45 77 40 80  6]
INFO:bdonline.replay.trainers_replay:[40 48  0 75 47 48 43 45 52 25  2 71 32 55 18 76 81 48 33 45 56 71 55 70
 53 37 23 50 60 26 34 82 51 62  0 57 36 69  0 66 34 39 75 63  5]
INFO:bdonline.replay.trainers_replay:Time for training: 0.30s
INFO:__main__:Prediction for sample 46724:
[0.55745655 0.4425435 ] with label2.0
INFO:__main__:Prediction for sample 46849:
[0.5042383  0.49576172] with label2.0
INFO:__main__:Prediction for sample 46974:
[0.3917781  0.60822195] with label2.0
INFO:__main__:Prediction for sample 47099:
[0.6410529  0.35894716] with label2.0
INFO:__main__:Prediction for sample 47224:
[0.4563403 0.5436597] with label2.0
INFO:__main__:Prediction for sample 47349:
[0.55185676 0.44814324] with label0.0
INFO:__main__:Prediction for sample 47474:
[0.3890452 0.6109547] with label0.0
INFO:__main__:Prediction for sample 47599:
[0.5962545  0.40374547] with label0.0
INFO:__main__:Prediction for sample 47724:
[0.51852745 0.48147255] with label0.0
INFO:__main__:Prediction for sample 47849:
[0.5155794 0.4844206] with label0.0
INFO:__main__:Prediction for sample 47974:
[0.50770926 0.49229074] with label0.0
INFO:__main__:Prediction for sample 48099:
[0.4283276  0.57167244] with label0.0
INFO:__main__:Prediction for sample 48224:
[0.53491884 0.4650812 ] with label0.0
INFO:__main__:Prediction for sample 48349:
[0.43198758 0.56801236] with label0.0
INFO:__main__:Prediction for sample 48474:
[0.5116919  0.48830804] with label1.0
INFO:__main__:Prediction for sample 48599:
[0.46544972 0.5345503 ] with label1.0
INFO:__main__:Prediction for sample 48724:
[0.448414   0.55158603] with label1.0
INFO:__main__:Prediction for sample 48849:
[0.503087   0.49691305] with label1.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 1, from 19551 to 19992
INFO:bdonline.replay.trainers_replay:Now 13 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[31 75 19 23 55 16 28 52 65 22 23 45 43 38 15 58 34  5 32 42  4 25  5 41
 89 85 61 79 40 31 46 21 24 39 80 24 46 23 48  7 23 42 49 45 31]
INFO:bdonline.replay.trainers_replay:[85 46 42 59 27 40 33 27 25 59 82 66 21 22 25 76 80 49 51 50 48 72 10 71
 74 49 84 76 88 60 77 68 74 39 56 68 29 47 83 24 45 56 52 78 22]
INFO:bdonline.replay.trainers_replay:[ 5 80 42 80 71 56 68 77 13 59 79 12 18 73 40 39 66 45 37  7 37 31 86 45
 15 77 48 11 61  1 59 86 34 56 40 49 50 35  7 13 90 75 72 67 90]
INFO:bdonline.replay.trainers_replay:[88 45 73 22 46 34  5 26 53 76  6 68 49 55 52 69 35  1 69 30 29 85 37 14
 90 71 28 76 34 90 53 33 58 34 41  2 46 26 37  7 68 38 58 19 16]
INFO:bdonline.replay.trainers_replay:[46 90 13 55 41 10 44 41 35 88 66 20 65 55 28 90 80 29 60 11 80 63 57 18
 44 69 25 23 48 54 76 28 31  7 51 24  7 85 10 52 84 38 12 28 54]
INFO:bdonline.replay.trainers_replay:Time for training: 0.32s
INFO:__main__:Prediction for sample 48974:
[0.52101445 0.47898555] with label1.0
INFO:__main__:Prediction for sample 49099:
[0.45765412 0.54234594] with label1.0
INFO:__main__:Prediction for sample 49224:
[0.53918344 0.46081653] with label1.0
INFO:__main__:Prediction for sample 49349:
[0.4267304  0.57326967] with label1.0
INFO:__main__:Prediction for sample 49474:
[0.63386416 0.3661358 ] with label1.0
INFO:__main__:Prediction for sample 49599:
[0.4710915  0.52890855] with label0.0
INFO:__main__:Prediction for sample 49724:
[0.5162303 0.4837697] with label0.0
INFO:__main__:Prediction for sample 49849:
[0.4480864 0.5519136] with label0.0
INFO:__main__:Prediction for sample 49974:
[0.51871157 0.48128843] with label0.0
INFO:__main__:Prediction for sample 50099:
[0.5135287 0.4864713] with label0.0
INFO:__main__:Prediction for sample 50224:
[0.40980077 0.5901992 ] with label0.0
INFO:__main__:Prediction for sample 50349:
[0.6166786 0.3833214] with label0.0
INFO:__main__:Prediction for sample 50474:
[0.41827425 0.5817258 ] with label0.0
INFO:__main__:Prediction for sample 50599:
[0.45259127 0.5474087 ] with label0.0
INFO:__main__:Prediction for sample 50724:
[0.59981847 0.40018156] with label0.0
INFO:__main__:Prediction for sample 50849:
[0.538146   0.46185395] with label0.0
INFO:__main__:Prediction for sample 50974:
[0.5289187  0.47108132] with label0.0
INFO:__main__:Prediction for sample 51099:
[0.467169 0.532831] with label0.0
INFO:__main__:Prediction for sample 51224:
[0.41962287 0.58037716] with label0.0
INFO:__main__:Prediction for sample 51349:
[0.5195573  0.48044273] with label0.0
INFO:__main__:Prediction for sample 51474:
[0.5203429  0.47965708] with label2.0
INFO:__main__:Prediction for sample 51599:
[0.4855817  0.51441836] with label2.0
INFO:__main__:Prediction for sample 51724:
[0.55589426 0.44410574] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19626 to 19992
INFO:bdonline.replay.trainers_replay:Now 14 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[61 48 85  4 75 22 69 60 84 47  4 93 94 52 31 68 64 64 45 33  7 22 21 41
 17 43 37 84 62 33 66 49 87 57  3 66 80 67 12 92 31 72 21 89 43]
INFO:bdonline.replay.trainers_replay:[22 39 42 21 11 27 58 45 95  3 47 51 17 90 22 91 36 52 18  4 31 55  9 34
 25 44 23 46 32 60 11 24 63 40 27 36 69 28 43 21 42 23 32 42 30]
INFO:bdonline.replay.trainers_replay:[56 18 89 63 27  2 61 38 28 54 44 72 21 79 36 84 73 55 29 24 86 55 68 55
 61  1 48 28 49 90 20 69 58 25 62 14 57 55 65 57 39 63 64  6 60]
INFO:bdonline.replay.trainers_replay:[63 54 29 56 28 53 39 10 35  4 64  5 31 23 90 12 86 47  6 68 72 94 21 58
 62 44 47 34  7 28 59 40 68 88 83 34 85 81 13 16 38 58 47 82 71]
INFO:bdonline.replay.trainers_replay:[21 81 73 49 51 72 25 52  5 29 45 34  8  6 68 42  7 41 77  1 38 25  5 19
  4 23  7 61 25 82 28  5 29 79 39 65 37 44  3 42 60  1 32 85 34]
INFO:bdonline.replay.trainers_replay:Time for training: 0.32s
INFO:__main__:Prediction for sample 51849:
[0.590826 0.409174] with label2.0
INFO:__main__:Prediction for sample 51974:
[0.417364 0.582636] with label2.0
INFO:__main__:Prediction for sample 52099:
[0.60505563 0.3949443 ] with label2.0
INFO:__main__:Prediction for sample 52224:
[0.45628148 0.5437185 ] with label2.0
INFO:__main__:Prediction for sample 52349:
[0.57990354 0.42009643] with label0.0
INFO:__main__:Prediction for sample 52474:
[0.5761142  0.42388582] with label0.0
INFO:__main__:Prediction for sample 52599:
[0.45692676 0.54307324] with label0.0
INFO:__main__:Prediction for sample 52724:
[0.5873043  0.41269562] with label0.0
INFO:__main__:Prediction for sample 52849:
[0.5517854  0.44821456] with label0.0
INFO:__main__:Prediction for sample 52974:
[0.51614535 0.48385465] with label0.0
INFO:__main__:Prediction for sample 53099:
[0.51020116 0.48979887] with label0.0
INFO:__main__:Prediction for sample 53224:
[0.54175293 0.45824707] with label0.0
INFO:__main__:Prediction for sample 53349:
[0.5150105  0.48498955] with label0.0
INFO:__main__:Prediction for sample 53474:
[0.49965185 0.50034815] with label0.0
INFO:__main__:Prediction for sample 53599:
[0.48429435 0.51570565] with label0.0
INFO:__main__:Prediction for sample 53724:
[0.5724677  0.42753235] with label0.0
INFO:__main__:Prediction for sample 53849:
[0.5551324  0.44486764] with label0.0
INFO:__main__:Prediction for sample 53974:
[0.4902592 0.5097408] with label0.0
INFO:__main__:Prediction for sample 54099:
[0.6566634  0.34333664] with label0.0
INFO:__main__:Prediction for sample 54224:
[0.45603383 0.54396623] with label0.0
INFO:__main__:Prediction for sample 54349:
[0.5971895  0.40281066] with label0.0
INFO:__main__:Prediction for sample 54474:
[0.3893867 0.6106133] with label0.0
INFO:__main__:Prediction for sample 54599:
[0.64204204 0.35795793] with label0.0
INFO:__main__:Prediction for sample 54724:
[0.44155952 0.5584405 ] with label0.0
INFO:__main__:Prediction for sample 54849:
[0.58597744 0.41402256] with label0.0
INFO:__main__:Prediction for sample 54974:
[0.40815642 0.5918434 ] with label2.0
INFO:__main__:Prediction for sample 55099:
[0.6006538 0.3993461] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19829 to 19993
INFO:bdonline.replay.trainers_replay:Now 15 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[97 28 50 87 48 23  5 23 11 77 21 10 75 60 31 44 56 30 52 62  8 17 87 84
 71 24 10 48 58 77 37 36 59 23 58 61 54  5 28 89 53 45 40  9 36]
INFO:bdonline.replay.trainers_replay:[50 88 20 54 80  2 52 42 30 63 47 60  6 76 38 88 17 14 36  0 88 96 36 18
 59 57  6 30 26 89 17 57 41 90 60 93 30 29 34 25 90 65 60 42 68]
INFO:bdonline.replay.trainers_replay:[ 1  3 69 53 94 88 58 61 24 42 71 85 32 91 86 31 35 65 87 40 40 54 53 53
 88 29 45 12 64 38 19 78 60 87 60 43  1 64 68 28 78 44 19 52 28]
INFO:bdonline.replay.trainers_replay:[29 15 88 89 70 42 19 27 16 74 28 64 65 70 92 49 89 13 37 33 36 50 77 31
 29 29 83 84 27 54 28 81 26 26  0  6 25 64 43 78 50 76 32 61  6]
INFO:bdonline.replay.trainers_replay:[86 67 45 51  3 60 57  9 56 50 31  5 95 87 20 29 79 71 23 59 87 78 25 37
 27 16 90 42 69 71 86 50 28 90 13 86 51 30  6 32 25 65 73 73 45]
INFO:bdonline.replay.trainers_replay:Time for training: 0.31s
INFO:__main__:Prediction for sample 55224:
[0.48335704 0.5166429 ] with label2.0
INFO:__main__:Prediction for sample 55349:
[0.5198535  0.48014653] with label2.0
INFO:__main__:Prediction for sample 55474:
[0.618458   0.38154206] with label2.0
INFO:__main__:Prediction for sample 55599:
[0.4264833 0.5735167] with label2.0
INFO:__main__:Prediction for sample 55724:
[0.47703886 0.52296114] with label0.0
INFO:__main__:Prediction for sample 55849:
[0.605495   0.39450502] with label0.0
INFO:__main__:Prediction for sample 55974:
[0.48272812 0.5172719 ] with label0.0
INFO:__main__:Prediction for sample 56099:
[0.5402235  0.45977652] with label0.0
INFO:__main__:Prediction for sample 56224:
[0.35550785 0.64449215] with label0.0
INFO:__main__:Prediction for sample 56349:
[0.6481325 0.3518674] with label0.0
INFO:__main__:Prediction for sample 56474:
[0.57507616 0.4249238 ] with label0.0
INFO:__main__:Prediction for sample 56599:
[0.3450964  0.65490353] with label0.0
INFO:__main__:Prediction for sample 56724:
[0.640121   0.35987902] with label0.0
INFO:__main__:Prediction for sample 56849:
[0.5382968  0.46170318] with label0.0
INFO:__main__:Prediction for sample 56974:
[0.528316   0.47168398] with label0.0
INFO:__main__:Prediction for sample 57099:
[0.5463215  0.45367858] with label0.0
INFO:__main__:Prediction for sample 57224:
[0.46777874 0.53222126] with label0.0
INFO:__main__:Prediction for sample 57349:
[0.5667126  0.43328732] with label0.0
INFO:__main__:Prediction for sample 57474:
[0.55097234 0.44902763] with label0.0
INFO:__main__:Prediction for sample 57599:
[0.4433079 0.556692 ] with label0.0
INFO:__main__:Prediction for sample 57724:
[0.5937675  0.40623242] with label0.0
INFO:__main__:Prediction for sample 57849:
[0.5152184  0.48478162] with label0.0
INFO:__main__:Prediction for sample 57974:
[0.4913653 0.5086346] with label0.0
INFO:__main__:Prediction for sample 58099:
[0.57803863 0.4219614 ] with label1.0
INFO:__main__:Prediction for sample 58224:
[0.48670766 0.5132924 ] with label1.0
INFO:__main__:Prediction for sample 58349:
[0.46535274 0.5346472 ] with label1.0
INFO:__main__:Prediction for sample 58474:
[0.5931549  0.40684503] with label1.0
INFO:__main__:Prediction for sample 58599:
[0.5392531  0.46074685] with label1.0
INFO:__main__:Prediction for sample 58724:
[0.4125504 0.5874496] with label1.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 1, from 19252 to 19993
INFO:bdonline.replay.trainers_replay:Now 16 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[ 82   6  52  39  42  52  47  40  33  46   5  81 108  68  44  36 103  70
  29   3  76  89  67  65  99  24  35  12  82  49  23  18  38  10  75  23
  56  78  13  96  88 100   1  68   2]
INFO:bdonline.replay.trainers_replay:[ 10 104  24  14 100  38  16 105   9  39  35  86  99   3 102  43 104 101
 108   0 106  89  91  29  80  62  38  62  44  62  58  38   5  48  31  62
  91  86  68  30 103  95  95  93  70]
INFO:bdonline.replay.trainers_replay:[ 81   8  33 101  22  13  90  53  42  20  16  61  89  39  20  26  76  21
  36  37  13  85  25  37  54   3  51  26  23  69  85  76   3  89   6  28
  32   8 102  32  38  85  94  34  58]
INFO:bdonline.replay.trainers_replay:[ 67  83  78  11  53  39  20  89 100  89  45 107  90 100  91 102  82  56
